,diff,Open,High,Low,Close,ma12,ma25,bb1_top,bb1_bottom,bb2_top,bb2_bottom,macd,signal,pDI,mDI,diffDI,dx,adx,separation,tenkan,kijun,senkou1,senkou2,chikou,pK,pD
2012-03-29,0.019999999999999574,4.79,4.86,4.71,4.81,4.772499999999996,4.925599999999998,5.1686205752602685,4.682579424739728,5.4116411505205395,4.439558849479457,-0.0708980693863106,-0.05877206768377204,0.05444126074498688,0.35816618911174836,-0.30372492836676146,0.7361111111111063,0.43398853731255677,-0.023469222023712613,4.8149999999999995,5.375,5.4475,6.965,5.1,0.4615384615384589,0.19047619047618963
2012-03-30,0.05000000000000071,4.81,4.88,4.72,4.86,4.737499999999996,4.920799999999998,5.163886404391179,4.677713595608817,5.40697280878236,4.434627191217636,-0.06076267587694506,-0.06555108784086065,0.05915492957746587,0.35211267605633856,-0.2929577464788727,0.7123287671232835,0.4412183698848548,-0.012355714517964106,4.8,5.375,5.4475,6.965,5.13,0.8750000000000028,0.5454545454545454
2012-03-31,0.04999999999999982,4.86,4.95,4.82,4.91,4.755833333333329,4.917599999999998,5.160263690457593,4.674936309542404,5.402927380915187,4.432272619084809,-0.048140784371009104,-0.06825391649756313,0.08022922636103275,0.3323782234957026,-0.25214899713466987,0.6111111111111069,0.4500706287371133,-0.001545469334634431,4.885,5.375,5.4475,6.965,5.1,0.6923076923076917,0.6904761904761907
2012-04-01,-0.08000000000000007,4.91,4.92,4.73,4.83,4.7549999999999955,4.913199999999998,5.15643719562017,4.669962804379826,5.399674391240342,4.426725608759654,-0.04408499148891121,-0.0683527958680684,0.07887323943662093,0.35211267605633867,-0.2732394366197177,0.633986928104571,0.46678398074458255,-0.016933973784905555,4.885,5.375,5.442500000000001,6.965,5.11,0.07692307692307535,0.5714285714285721
2012-04-02,0.13999999999999968,4.83,5.08,4.76,4.97,4.768333333333328,4.914799999999998,5.158283743467947,4.671316256532049,5.401767486935896,4.4278325130641,-0.029236891749501837,-0.065080882538138,0.14379084967320419,0.17647058823529446,-0.03267973856209028,0.10204081632652617,0.4558827258326798,0.01123138276226946,4.95,5.375,5.3774999999999995,6.85,4.98,0.5769230769230753,0.48076923076922945
2012-04-03,-0.019999999999999574,4.97,4.99,4.81,4.95,4.789166666666662,4.918399999999998,5.161705021183627,4.67509497881637,5.405010042367255,4.431789957632741,-0.018866022816922623,-0.058230329431790885,0.15017064846416545,0.18430034129692868,-0.034129692832763237,0.10204081632652622,0.4438541947436942,0.006424853610930762,4.95,5.375,5.3125,6.605,4.9,0.5,0.44615384615384523
2012-04-04,-0.040000000000000036,4.95,4.97,4.89,4.91,4.807499999999995,4.921599999999998,5.164219042945585,4.678980957054411,5.406838085891173,4.436361914108823,-0.013716583934509252,-0.04962905979021009,0.15224913494809855,0.18685121107266472,-0.03460207612456617,0.10204081632652616,0.4338692483841979,-0.002356957087125699,4.984999999999999,5.375,5.2225,6.605,4.95,0.10526315789473906,0.4225352112676054
2012-04-05,0.009999999999999787,4.91,4.93,4.87,4.92,4.827499999999995,4.921999999999998,5.164607364548492,4.679392635451504,5.407214729096987,4.436785270903009,-0.008728088127096356,-0.04134960790184018,0.16479400749063858,0.153558052434457,0.011235955056181579,0.03529411764706428,0.41674739964470264,-0.0004063388866310451,4.984999999999999,5.375,5.08,6.42,5.0,0.15789473684210625,0.28125000000000067
2012-04-06,0.03000000000000025,4.92,4.98,4.88,4.95,4.860833333333329,4.924399999999999,5.166974387215892,4.681825612784105,5.4095487744317845,4.439251225568213,-0.002327094681094266,-0.032973466936920284,0.1899224806201573,0.15891472868217063,0.03100775193798666,0.0888888888888945,0.40345374885105245,0.0051986028754775464,4.984999999999999,5.375,5.0175,6.42,5.07,0.3157894736842125,0.1929824561403526
2012-04-07,-0.2599999999999998,4.95,4.95,4.69,4.69,4.866666666666663,4.9011999999999984,5.136984506134659,4.665415493865338,5.37276901226932,4.429630987730677,-0.018026292469199845,-0.02709882505724131,0.18081180811808337,0.22140221402214036,-0.04059040590405699,0.10091743119265488,0.3933885606962796,-0.04309148779890601,4.984999999999999,5.375,5.0175,6.385,5.13,-1.0526315789473626,-0.19298245614034792
2012-04-08,0.09999999999999964,4.69,4.8,4.62,4.79,4.864999999999996,4.877599999999998,5.092023257444627,4.66317674255537,5.306446514889255,4.448753485110742,-0.02214359794456211,-0.022807816398087648,0.19521912350597853,0.14741035856573717,0.04780876494024136,0.13953488372093595,0.3727430932069589,-0.017959652288010164,4.984999999999999,5.375,5.155,6.335,5.07,-0.5263157894736813,-0.42105263157894374
2012-04-09,0.08000000000000007,4.79,4.88,4.73,4.87,4.871666666666662,4.859199999999999,5.051811872253931,4.666588127746066,5.244423744507864,4.473976255492134,-0.01873529200138968,-0.019540539468129933,0.2090163934426254,0.15163934426229528,0.057377049180330125,0.1590909090909142,0.35687705316964874,0.0022225880803427474,4.984999999999999,5.37,5.35,6.305,5.08,-0.10526315789473438,-0.561403508771926
2012-04-10,-0.03000000000000025,4.87,4.9,4.76,4.84,4.874166666666661,4.839199999999999,5.003717476274805,4.674682523725193,5.1682349525496125,4.510165047450386,-0.018244621624243784,-0.016669387260944666,0.1891891891891922,0.16666666666666688,0.022522522522525318,0.0632911392405136,0.3105172226065938,0.00016531658125326504,4.984999999999999,5.35,5.35,6.305,5.05,-0.26315789473684065,-0.2982456140350854
2012-04-11,0.08999999999999986,4.84,4.98,4.79,4.93,4.879999999999995,4.827599999999999,4.97329603060195,4.681903969398047,5.118992061203901,4.536207938796096,-0.010472790170648949,-0.014584487085516566,0.2183406113537148,0.16157205240174688,0.05676855895196792,0.1494252873563281,0.26686450168335396,0.02121136796752034,4.9399999999999995,5.305,5.375,6.08,5.06,0.39999999999999825,-0.062499999999998494
2012-04-12,-0.009999999999999787,4.93,4.95,4.84,4.92,4.880833333333328,4.813199999999998,4.926510782069334,4.699889217930663,5.03982156413867,4.586578435861327,-0.0050621211950891976,-0.013050720238646186,0.21333333333333618,0.16444444444444462,0.04888888888889156,0.12941176470588842,0.22352883408298127,0.022188980304163882,4.9350000000000005,5.275,5.375,6.02,5.05,0.3333333333333333,0.0526315789473694
2012-04-13,0.020000000000000462,4.92,4.94,4.73,4.94,4.889999999999994,4.823199999999999,4.936216223023502,4.710183776976496,5.049232446047004,4.597167553952994,0.0008301365059342203,-0.0114344179674858,0.20000000000000293,0.20869565217391312,-0.00869565217391019,0.021276595744673714,0.17416796469879486,0.02421628794161581,4.93,5.1,5.375,6.02,5.04,0.6000000000000018,0.4482758620689654
2012-04-14,0.019999999999999574,4.94,5.03,4.9,4.96,4.889166666666662,4.8279999999999985,4.944261200176576,4.711738799823421,5.060522400353152,4.595477599646845,0.007032559075044631,-0.00968323494502569,0.2086956521739158,0.20869565217391312,2.6922908347160046e-15,6.4502801248403846e-15,0.130517171048002,0.027340513670257145,4.965,4.99,5.375,6.02,4.85,0.4615384615384589,0.4687499999999994
2012-04-15,0.009999999999999787,4.96,4.98,4.86,4.97,4.890833333333328,4.834399999999999,4.953985394871188,4.71481460512881,5.0735707897423765,4.595229210257621,0.012609584631184667,-0.008023603910328032,0.21524663677130326,0.19282511210762338,0.022421524663679887,0.05494505494506132,0.08915703725089417,0.028048982293563025,4.965,4.99,5.375,6.02,4.96,0.5384615384615342,0.5277777777777759
2012-04-16,-0.040000000000000036,4.97,4.98,4.91,4.93,4.892499999999995,4.843599999999999,4.961246362742322,4.725953637257676,5.0788927254846445,4.608307274515353,0.013644466937207334,-0.004504630642949457,0.16161616161616454,0.21717171717171732,-0.05555555555555278,0.14666666666665812,0.09234459798947503,0.01783797175654496,4.970000000000001,4.995,5.375,6.02,4.95,0.16666666666666297,0.39473684210525956
2012-04-17,0.05000000000000071,4.93,5.02,4.92,4.98,4.897499999999995,4.855199999999999,4.971357938456647,4.739042061543351,5.0875158769132955,4.622884123086703,0.01828838365061891,-1.2188243484898306e-05,0.18947368421052913,0.2263157894736845,-0.03684210526315537,0.08860759493670214,0.09138508217591616,0.025704399406821836,4.975,5.0,5.375,6.02,4.93,0.5454545454545484,0.4166666666666648
2012-04-18,0.13999999999999968,4.98,5.18,4.96,5.12,4.911666666666661,4.872799999999999,4.994507299150455,4.751092700849543,5.116214598300911,4.6293854016990865,0.032886456475648806,0.005723561587297156,0.2549019607843167,0.21078431372549045,0.04411764705882626,0.09473684210526837,0.09086336973154062,0.05073058611065532,5.07,5.07,5.3725000000000005,6.02,5.01,0.7272727272727287,0.5333333333333335
2012-04-19,0.019999999999999574,5.12,5.19,5.1,5.14,4.9491666666666605,4.896399999999999,5.009826922141522,4.782973077858476,5.1232538442830435,4.669546155716954,0.045544360182146804,0.012811226232451666,0.2560386473429983,0.19806763285024184,0.05797101449275646,0.1276595744680904,0.09746090236161391,0.049750837349889866,5.145,5.145,5.3625,6.02,5.03,0.44444444444444114,0.6190476190476194
2012-04-20,0.20999999999999996,5.14,5.48,5.1,5.35,4.995833333333327,4.925599999999998,5.057385178731015,4.793814821268982,5.189170357462031,4.6620296425379655,0.07169463391023267,0.02194094001921629,0.32765957446808774,0.17446808510638315,0.1531914893617046,0.30508474576271505,0.11290346356688681,0.08616209192788724,5.29,5.29,5.34,5.99,5.09,0.6578947368421039,0.6521739130434773
2012-04-21,-0.08999999999999986,5.35,5.48,5.11,5.26,5.028333333333327,4.943599999999998,5.088969643781519,4.798230356218477,5.2343392875630395,4.652860712436957,0.08418622006288956,0.03185742238121393,0.31300813008130324,0.08943089430894322,0.22357723577236002,0.5555555555555577,0.14537761530709417,0.06400194190468518,5.295,5.295,5.325,5.92,5.1,0.4054054054054039,0.5238095238095222
2012-04-22,-0.05999999999999961,5.26,5.32,5.1,5.2,5.0583333333333265,4.959999999999997,5.1103606774830626,4.809639322516932,5.260721354966128,4.659278645033867,0.088227363401149,0.04156822536957113,0.30800000000000227,0.0640000000000002,0.24400000000000208,0.655913978494625,0.18226183636235765,0.04838709677419416,5.295,5.295,5.2025,5.9,5.12,0.24324324324324278,0.437499999999999
2012-04-23,-0.2400000000000002,5.2,5.22,4.96,4.96,5.060833333333326,4.965999999999997,5.113082743152164,4.818917256847829,5.260165486304332,4.671834513695662,0.07124276216017211,0.04870269237902974,0.26436781609195603,0.11494252873563233,0.1494252873563237,0.39393939393939664,0.1990367281372493,-0.001208215867901063,5.295,5.295,5.1,5.9,5.1,-0.40540540540540626,0.08108108108108013
2012-04-24,0.13999999999999968,4.96,5.2,4.95,5.1,5.075833333333326,4.9755999999999965,5.123306917011917,4.8278930829880755,5.271013834023839,4.680186165976154,0.06829194623450441,0.05488962144606527,0.2463235294117665,0.11397058823529421,0.13235294117647228,0.367346938775513,0.22075499953260636,0.025002009807863025,5.295,5.295,5.095,5.9,5.09,-0.027027027027028843,-0.0630630630630641
2012-04-25,0.03000000000000025,5.1,5.18,5.04,5.13,5.091666666666659,4.984399999999997,5.134568793917043,4.8342312060829515,5.284737587834088,4.684062412165907,0.06759496001086696,0.06088412067647189,0.22097378277153737,0.11610486891385781,0.10486891385767956,0.3111111111111142,0.23230398694366253,0.029211138752909618,5.295,5.295,5.0875,5.9,5.1,0.054054054054052884,-0.1261261261261274
2012-04-26,-0.03000000000000025,5.13,5.17,4.99,5.1,5.1033333333333255,4.995199999999997,5.143499247019327,4.846900752980667,5.291798494038657,4.698601505961337,0.06388541285547156,0.06595045725478885,0.21532846715328646,0.13138686131386873,0.08394160583941773,0.24210526315789824,0.2403535225473775,0.020980140935298434,5.295,5.295,5.13,5.9,5.1,-0.027027027027028843,-1.6003214769371622e-15
2012-04-27,0.010000000000000675,5.1,5.12,5.03,5.11,5.114999999999992,5.000799999999997,5.1507422110898045,4.85085778891019,5.300684422179612,4.700915577820383,0.06104875439633872,0.06907960146819885,0.2251908396946584,0.09541984732824453,0.12977099236641387,0.4047619047619072,0.26774533033432274,0.021836506159015185,5.295,5.295,5.13,5.9,5.14,0.0,0.009009009009008015
2012-04-28,-0.1299999999999999,5.11,5.11,4.85,4.98,5.1191666666666595,5.001999999999996,5.151638453167958,4.852361546832034,5.30127690633592,4.702723093664073,0.04776021851643275,0.06932580794978617,0.18181818181818352,0.15636363636363693,0.02545454545454659,0.07526881720430392,0.273121674420344,-0.0043982407037176765,5.295,5.295,5.1625,5.77,5.12,-0.351351351351351,-0.12612612612612661
2012-04-29,-0.08000000000000007,4.98,5.02,4.88,4.9,5.112499999999993,5.001599999999996,5.151507749409982,4.851692250590011,5.301415498819967,4.701784501180025,0.030422930080421295,0.06474006307980712,0.18050541516245658,0.14079422382671533,0.03971119133574125,0.12359550561798033,0.2780252780398382,-0.020313499680101564,5.295,5.295,5.1625,5.64,5.15,-0.5675675675675673,-0.30630630630630606
2012-04-30,0.04999999999999982,4.9,5.0,4.87,4.95,5.0983333333333265,5.002799999999996,5.152146353598492,4.8534536464015,5.301492707196988,4.7041072928030045,0.020481488370378997,0.05766175955841706,0.17667844522968368,0.14134275618374606,0.03533568904593762,0.1111111111111142,0.27548559550015644,-0.010554089709761735,5.21,5.295,5.18,5.51,5.1,-0.6818181818181774,-0.5104166666666655
2012-05-01,0.04999999999999982,4.95,5.0,4.92,5.0,5.08666666666666,5.004799999999995,5.15374406108726,4.85585593891273,5.3026881221745255,4.706911877825465,0.01644780625145348,0.049686253208450895,0.1637010676156603,0.14234875444839903,0.021352313167261272,0.06976744186046942,0.2741398702804255,-0.000959079283886476,5.13,5.295,5.18,5.375,5.14,-0.22222222222222276,-0.5194805194805184
2012-05-02,0.07000000000000028,5.0,5.18,4.97,5.07,5.063333333333327,5.019999999999995,5.154133018554341,4.885866981445649,5.288266037108688,4.7517339628913025,0.018684120189599973,0.04384640410060955,0.17142857142857323,0.14285714285714332,0.028571428571429913,0.09090909090909452,0.2738664594806988,0.009960159362550836,5.12,5.295,5.18,5.375,5.14,0.1875000000000014,-0.28571428571428414
2012-05-03,0.05999999999999961,5.07,5.18,5.02,5.13,5.052499999999994,5.033599999999995,5.160481834790615,4.906718165209376,5.287363669581235,4.779836330418756,0.02500961834410731,0.039037256557232086,0.16376306620209213,0.13937282229965203,0.0243902439024401,0.08045977011494555,0.27049504488404563,0.01915130324221324,5.109999999999999,5.295,5.18,5.375,5.15,0.6428571428571433,0.16666666666666696
2012-05-04,-0.05999999999999961,5.13,5.15,5.07,5.07,5.041666666666661,5.041599999999995,5.163961486314798,4.919238513685193,5.2863229726296,4.796877027370391,0.024894158284600287,0.03429272303209135,0.07003891050583806,0.15564202334630411,-0.08560311284046605,0.37931034482757886,0.27579687338867875,0.005633132338940989,5.125,5.295,5.18,5.375,5.13,0.0,0.2926829268292691
2012-05-05,0.009999999999999787,5.07,5.12,5.03,5.08,5.0516666666666605,5.051199999999995,5.166284027272105,4.936115972727886,5.281368054544214,4.821031945455776,0.025317724810233422,0.030007424360398223,0.07860262008733794,0.1921397379912672,-0.11353711790392927,0.41935483870967033,0.26606825075682966,0.005701615457713979,5.125,5.295,5.1775,5.375,5.18,0.09090909090908944,0.2777777777777779
2012-05-06,-0.03000000000000025,5.08,5.1,5.01,5.05,5.047499999999994,5.055999999999996,5.168286835083935,4.943713164916057,5.280573670167874,4.831426329832118,0.022967895452136844,0.02577621781104246,0.08333333333333519,0.20833333333333426,-0.12499999999999907,0.4285714285714213,0.24982949719088657,-0.0011867088607586613,5.125,5.295,5.1674999999999995,5.375,5.27,-0.18181818181818696,-0.030303030303032504
2012-05-07,0.009999999999999787,5.05,5.1,4.97,5.06,5.04166666666666,5.061599999999996,5.1702538847280675,4.952946115271924,5.278907769456139,4.844292230543853,0.02166283945417291,0.02287650902634692,0.08866995073891824,0.17241379310344926,-0.08374384236453102,0.3207547169811246,0.2446020202652957,-0.00031610557926273756,5.125,5.295,5.1225,5.375,5.25,-0.09090909090909752,-0.06060606060606501
2012-05-08,-0.009999999999999787,5.06,5.1,4.96,5.05,5.037499999999993,5.065999999999995,5.171711872558543,4.960288127441448,5.27742374511709,4.854576254882901,0.019595768920678935,0.02167349111970888,0.09375000000000214,0.1822916666666678,-0.08854166666666566,0.3207547169811246,0.24127400442283942,-0.003158310303986496,5.125,5.295,5.105,5.375,5.21,-0.18181818181818696,-0.15151515151515715
2012-05-09,-0.009999999999999787,5.05,5.1,5.0,5.04,5.03166666666666,5.069199999999996,5.172758357138219,4.9656416428617725,5.276316714276443,4.862083285723549,0.016955234811295128,0.021281685168699563,0.09574468085106602,0.18617021276595863,-0.09042553191489261,0.3207547169811247,0.24196283341355443,-0.005760277755858107,5.125,5.295,5.015,5.375,5.27,-0.27272727272727637,-0.18181818181818696
2012-05-10,-0.1900000000000004,5.04,5.12,4.8,4.85,5.020833333333326,5.064399999999996,5.175270795673012,4.953529204326979,5.286141591346029,4.842658408653962,-0.00046347692467563206,0.019402653704685215,0.0891089108910911,0.247524752475249,-0.1584158415841579,0.47058823529411126,0.25828304570899824,-0.04233472869441515,5.125,5.295,4.9775,5.375,5.44,-2.000000000000016,-0.8181818181818264
2012-05-11,0.11000000000000032,4.85,5.0,4.8,4.96,5.025833333333326,5.065599999999996,5.175109512523648,4.956090487476344,5.2846190250472995,4.846580974952693,-0.005330405185909548,0.01673437310740638,0.08450704225352298,0.23474178403756,-0.150234741784037,0.47058823529411126,0.2629849264612985,-0.020846493998735872,5.125,5.295,4.9775,5.375,5.46,-1.000000000000008,-1.0909090909091002
2012-05-12,-0.009999999999999787,4.96,5.0,4.91,4.95,5.025833333333325,5.064399999999996,5.1750450782148345,4.953754921785157,5.285690156429673,4.843109843570318,-0.00988050105797722,0.012857693173841432,0.09183673469387964,0.16326530612244985,-0.07142857142857022,0.27999999999999203,0.2776085823752762,-0.02258905299739268,5.11,5.295,4.9825,5.375,5.59,-1.5,-1.5000000000000089
2012-05-13,-0.020000000000000462,4.95,5.0,4.92,4.93,5.019999999999992,5.056799999999995,5.1699635983867305,4.943636401613259,5.283127196773465,4.830472803226524,-0.014928234279021346,0.008432982888994585,0.0947368421052653,0.16842105263157986,-0.07368421052631456,0.2799999999999921,0.28878033197399133,-0.02507514633760383,5.075,5.295,4.9875,5.375,5.63,-1.1111111111111187,-1.1785714285714346
2012-05-14,0.08000000000000007,4.93,5.04,4.9,5.01,5.014999999999992,5.051599999999994,5.163763571031327,4.939436428968661,5.2759271420626614,4.827272857937327,-0.01233112230942357,0.00424977765347714,0.11518324607330069,0.16230366492146697,-0.047120418848166284,0.16981132075471048,0.292973204091391,-0.008235014648823062,5.0649999999999995,5.295,5.07,5.375,5.56,0.0,-0.7857142857142873
2012-05-15,0.020000000000000462,5.01,5.04,4.95,5.03,5.006666666666658,5.038799999999994,5.132177370562499,4.945422629437489,5.225554741125005,4.852045258874983,-0.008560380768463105,0.0007466358511882573,0.11458333333333559,0.16145833333333434,-0.04687499999999875,0.16981132075471042,0.3001191954409796,-0.0017464475668797555,5.0600000000000005,5.295,5.145,5.375,5.47,0.25000000000000183,-0.2187500000000007
2012-05-16,0.05999999999999961,5.03,5.13,5.0,5.09,5.008333333333324,5.031999999999994,5.114107652910674,4.949892347089314,5.1962153058213545,4.867784694178633,-0.0007222171022585044,-0.0017405926550819,0.0706521739130457,0.16847826086956633,-0.09782608695652063,0.40909090909089874,0.32284646816825135,0.011526232114468625,5.0649999999999995,5.295,5.29,5.390000000000001,5.57,0.6923076923076917,0.3333333333333333
2012-05-17,0.009999999999999787,5.09,5.1,5.05,5.1,5.009999999999991,5.027999999999994,5.1037737861433605,4.952226213856628,5.179547572286728,4.876452427713261,0.006224745509181062,-0.003226261923026108,0.07514450867052262,0.17919075144508795,-0.10404624277456533,0.40909090909089874,0.346320120952248,0.014319809069213499,5.09,5.21,5.295,5.390000000000001,5.7,0.6249999999999972,0.5151515151515148
2012-05-18,0.020000000000000462,5.1,5.13,5.06,5.12,5.015833333333325,5.034399999999994,5.110944104931949,4.95785589506804,5.187488209863904,4.881311790136085,0.01319202680863718,-0.0036443961455436577,0.09302325581395612,0.18023255813953612,-0.08720930232558,0.3191489361702031,0.3420228774767211,0.017003019227714477,5.095,5.145,5.295,5.390000000000001,5.93,0.8571428571428608,0.7142857142857143
2012-05-19,-0.020000000000000462,5.12,5.14,5.07,5.1,5.019166666666657,5.034399999999994,5.110944104931949,4.95785589506804,5.187488209863904,4.881311790136085,0.016904944900135277,-0.0017145714983424457,0.10000000000000261,0.15882352941176586,-0.05882352941176325,0.22727272727271836,0.32830272665979604,0.013030351183856126,5.105,5.135,5.295,5.390000000000001,5.95,0.4285714285714231,0.6363636363636356
2012-05-20,-0.009999999999999787,5.1,5.15,5.09,5.09,5.022499999999991,5.0327999999999955,5.1076620954366545,4.9579379045633365,5.182524190873313,4.883075809126678,0.01882355656840229,0.0009692020299144252,0.10778443113772762,0.149700598802396,-0.04191616766466838,0.16279069767440732,0.3093183887385807,0.011365442695915676,5.12,5.135,5.295,5.390000000000001,6.5,0.0,0.4499999999999989
2012-05-21,0.009999999999999787,5.09,5.13,5.06,5.1,5.027499999999991,5.0327999999999955,5.1076620954366545,4.9579379045633365,5.182524190873313,4.883075809126678,0.020909949680937068,0.004390363223127124,0.11180124223602803,0.14906832298136738,-0.037267080745339354,0.14285714285713194,0.29661141915829553,0.013352408202194445,5.12,5.135,5.295,5.390000000000001,6.4,0.16666666666666174,0.21052631578946876
2012-05-22,0.0,5.1,5.11,5.05,5.1,5.048333333333324,5.032399999999995,5.106858041874825,4.957941958125164,5.181316083749656,4.883483916250333,0.02230629813456453,0.008527533491303332,0.11764705882353273,0.15686274509804016,-0.03921568627450743,0.142857142857132,0.2839044495780103,0.013432954455131759,5.12,5.135,5.295,5.390000000000001,6.16,0.16666666666666174,0.11111111111110782
2012-05-23,0.040000000000000036,5.1,5.16,5.06,5.14,5.063333333333324,5.038799999999995,5.115411574407309,4.9621884255926805,5.192023148814624,4.885576851185366,0.026336983696414684,0.012823989714174248,0.15032679738562418,0.15686274509804005,-0.006535947712415863,0.021276595744672628,0.262513155203978,0.020084147019132522,5.125,5.135,5.295,5.390000000000001,6.31,0.7142857142857089,0.36842105263157326
2012-05-24,-0.019999999999999574,5.14,5.15,5.07,5.12,5.07749999999999,5.047599999999994,5.120130453373049,4.975069546626939,5.192660906746104,4.902539093253884,0.027599350063146844,0.01684173758435313,0.17829457364341492,0.031007751937984693,0.14728682170543023,0.7037037037037078,0.27916426009037776,0.014343450352644093,5.125,5.135,5.295,5.390000000000001,6.5,0.4285714285714304,0.4499999999999969
2012-05-25,0.03000000000000025,5.12,5.15,5.1,5.15,5.0958333333333234,5.055599999999995,5.127946388989594,4.9832536110103955,5.200292777979193,4.910907222020796,0.03066702342667682,0.020329430976457057,0.20175438596491693,0.03508771929824585,0.16666666666667107,0.7037037037037077,0.2958153649767775,0.018672363319884026,5.13,5.14,5.295,5.390000000000001,6.67,0.8333333333333383,0.6500000000000005
2012-05-26,-0.05000000000000071,5.15,5.14,5.1,5.1,5.103333333333324,5.059599999999994,5.131507347792144,4.987692652207845,5.203414695584293,4.915785304415696,0.02873238548155932,0.022830279862276863,0.2090909090909138,0.036363636363636584,0.17272727272727723,0.7037037037037079,0.3260799152413286,0.007984820934462282,5.13,5.14,5.2524999999999995,5.390000000000001,6.68,0.0,0.42105263157894957
2012-05-27,0.040000000000000036,5.1,5.15,5.1,5.14,5.11249999999999,5.062399999999994,5.136070437308102,4.988729562691886,5.20974087461621,4.915059125383778,0.03008009210026774,0.024706731561346926,0.22429906542056616,0.03738317757009367,0.18691588785047247,0.7142857142857187,0.3571003234045948,0.015328697850822881,5.13,5.14,5.2125,5.390000000000001,6.55,0.6666666666666617,0.5
2012-05-28,0.0,5.14,5.16,5.11,5.14,5.1166666666666565,5.062799999999994,5.136878786885992,4.988721213113996,5.21095757377199,4.9146424262279975,0.030793194526888,0.026249870408763896,0.21428571428571985,0.040816326530612485,0.17346938775510737,0.6800000000000054,0.3935423719221159,0.015248479102474085,5.135,5.145,5.2075,5.390000000000001,6.43,0.5999999999999893,0.4117647058823474
2012-05-29,0.010000000000000675,5.14,5.16,5.01,5.15,5.120833333333324,5.0659999999999945,5.14210300037778,4.989896999622209,5.218206000755566,4.913793999244423,0.03179869421125581,0.027691552369080955,0.201923076923082,0.13461538461538572,0.06730769230769629,0.20000000000000814,0.3956987061539229,0.016581129095934847,5.135,5.135,5.2025,5.390000000000001,6.35,0.8000000000000036,0.6874999999999959
2012-05-30,-0.020000000000000462,5.15,5.17,5.1,5.13,5.121666666666657,5.067999999999994,5.145136243101629,4.990863756898359,5.2222724862032655,4.913727513796723,0.030628658987198243,0.028771408958665527,0.13265306122449477,0.14285714285714401,-0.010204081632649242,0.03703703703702235,0.369123429578646,0.01223362273086142,5.140000000000001,5.140000000000001,5.21,5.390000000000001,6.3,0.3333333333333284,0.5624999999999962
2012-05-31,0.04999999999999982,5.13,5.2,5.11,5.18,5.128333333333324,5.073199999999995,5.153393515946327,4.993006484053662,5.233587031892659,4.91281296810733,0.03335152416507725,0.029998656295389163,0.15686274509804432,0.1372549019607854,0.019607843137258912,0.0666666666666789,0.3446645551197732,0.02105180162422243,5.155,5.155,5.21,5.390000000000001,6.42,0.7777777777777724,0.6499999999999974
2012-06-01,0.08999999999999986,5.18,5.28,5.18,5.27,5.143333333333324,5.081599999999994,5.170841246068361,4.992358753931627,5.2600824921367275,4.90311750786326,0.042284235923641944,0.031770573209525525,0.2000000000000049,0.13333333333333436,0.06666666666667054,0.20000000000000806,0.33615391682190215,0.03707493702770902,5.23,5.23,5.21,5.390000000000001,6.65,0.8999999999999938,0.7199999999999953
2012-06-02,-0.019999999999999574,5.27,5.27,5.21,5.25,5.155833333333324,5.089599999999994,5.184664890118103,4.994535109881884,5.279729780236213,4.899470219763774,0.047205486037348976,0.03394903276221465,0.1923076923076974,0.1346153846153856,0.05769230769231179,0.17647058823530337,0.3325251926049439,0.03151524677774413,5.245,5.245,5.21,5.345000000000001,6.61,0.5714285714285696,0.7692307692307645
2012-06-03,-0.040000000000000036,5.25,5.25,5.21,5.21,5.16499999999999,5.096399999999994,5.193820052691941,4.9989799473080465,5.291240105383888,4.9015598946161,0.04733232887814598,0.03580073336793345,0.18627450980392615,0.1372549019607854,0.049019607843140744,0.15151515151515965,0.33171979645071187,0.022290244093871415,5.245,5.245,5.21,5.345000000000001,6.65,0.0,0.5416666666666637
2012-06-04,0.05999999999999961,5.21,5.28,5.18,5.27,5.1758333333333235,5.113199999999994,5.202209362802465,5.024190637197522,5.291218725604937,4.935181274395051,0.0516786321992484,0.03835031633656557,0.18095238095238536,0.10476190476190544,0.07619047619047992,0.26666666666667493,0.3405633338656792,0.030665727919894786,5.245,5.245,5.21,5.295,6.69,0.8571428571428481,0.47619047619047256
2012-06-05,0.17000000000000082,5.27,5.5,5.22,5.44,5.202499999999991,5.132399999999993,5.237331723832695,5.0274682761672915,5.342263447665396,4.9225365523345905,0.06805617887875215,0.042569881534174944,0.32283464566929526,0.07874015748031563,0.24409448818897964,0.6078431372549031,0.3737766191798058,0.05993297482659329,5.359999999999999,5.359999999999999,5.21,5.295,6.63,0.7857142857142873,0.666666666666666
2012-06-06,0.019999999999999574,5.44,5.49,5.39,5.46,5.228333333333324,5.152799999999994,5.269687410213852,5.035912589786136,5.386574820427709,4.919025179572278,0.0817074627002583,0.048227022442327204,0.2834645669291378,0.07874015748031563,0.20472440944882217,0.5652173913043497,0.41262953314835416,0.05961807172799381,5.445,5.445,5.21,5.295,6.76,0.6363636363636371,0.760869565217391
2012-06-07,0.1299999999999999,5.46,5.59,5.41,5.59,5.269166666666657,5.179199999999994,5.31643216338199,5.041967836617997,5.453664326763987,4.904735673236,0.10184214418206139,0.05600962799463893,0.3357664233576679,0.07299270072992763,0.26277372262774024,0.6428571428571435,0.4082833502307424,0.07931726907630653,5.5,5.5,5.202500000000001,5.295,6.45,1.0,0.8245614035087726
